"gene_id","organism","sample_id","abundance","date","latitude","longitude"
"vanA","Enterococcus faecalis","S0288",0,2022-06-28,37.5891683632508,-116.765340755228
"ermB","Streptococcus pneumoniae","S0289",26.1,2021-07-09,59.0221018381417,-96.6524563776329
"mecA","Staphylococcus aureus","S0290",60.2,2023-03-27,52.3836538288742,-107.06899246783
"vanA","Enterococcus faecium","S0291",0,2022-12-08,44.460377857089,-71.5612958383281
"vanA","Enterococcus faecium","S0292",0,2023-12-09,59.909423052799,-122.506514420966
"tetM","Pseudomonas aeruginosa","S0293",9,2023-01-15,45.0902631450444,-79.8571073403582
"tetM","Pseudomonas aeruginosa","S0294",13.8,2022-08-10,59.0023393752053,-88.649373188382
"ermB","Enterococcus faecium","S0295",26.5,2021-04-24,40.8647998729721,-83.9747478079516
"tetM","Staphylococcus aureus","S0296",21.5,2023-06-02,56.1253437181003,-82.0409720635507
"ermB","Enterococcus faecium","S0297",25.3,2021-08-08,52.6347322803922,-81.6421331139281
"blaCTX-M-15","Klebsiella pneumoniae","S0298",18.8,2021-11-18,52.3902144869789,-93.998217418557
"tetM","Pseudomonas aeruginosa","S0299",9.7,2021-05-24,36.4288702164777,-89.8041171871591
"mecA","Staphylococcus aureus","S0300",68.1,2023-11-28,38.7933681439608,-81.2553813611157
"blaCTX-M-15","Klebsiella pneumoniae","S0301",21.3,2021-11-18,34.5838835402392,-71.8110493209679
"vanA","Enterococcus faecalis","S0302",0,2023-04-25,57.8820224199444,-77.2516105079558
"tetM","Staphylococcus aureus","S0303",20.9,2022-06-22,59.6629674062133,-98.5974512342364
"tetM","Staphylococcus aureus","S0304",19,2023-05-15,56.4167377436534,-99.6067483990919
"ermB","Enterococcus faecium","S0305",45.2,2022-03-16,37.9821013584733,-110.774712350685
"blaCTX-M-15","Escherichia coli","S0306",15.3,2021-06-13,57.4789518355392,-72.2331394639332
"ermB","Streptococcus pneumoniae","S0307",67.8,2023-11-20,43.6476423479617,-97.3193243797868
"blaCTX-M-15","Escherichia coli","S0308",35.3,2022-04-27,49.9667308940552,-95.0262965157162
"mecA","Staphylococcus aureus","S0309",64.4,2023-10-17,40.1932220114395,-108.960317096207
"ermB","Enterococcus faecium","S0310",58.6,2023-06-07,57.2500049583614,-115.701185378712
"vanA","Enterococcus faecalis","S0311",0,2023-09-29,42.464552143123,-94.9286361329723
"ermB","Enterococcus faecium","S0312",26.9,2022-01-15,51.2472994490527,-113.911600960419
"tetM","Pseudomonas aeruginosa","S0313",11.2,2022-12-21,40.0010040490888,-100.022591685411
"blaCTX-M-15","Escherichia coli","S0314",54.4,2023-01-17,54.1984225423075,-120.973528905306
"tetM","Pseudomonas aeruginosa","S0315",19.2,2021-01-07,57.9736090828665,-115.691766233649
"blaCTX-M-15","Escherichia coli","S0316",45.9,2023-01-02,52.9794361675158,-97.721557271434
"ermB","Streptococcus pneumoniae","S0317",63.1,2023-11-24,52.5571777215227,-111.80032402277
"ermB","Enterococcus faecium","S0318",56.6,2023-04-22,51.2718513300642,-84.9571751232725
"mecA","Staphylococcus aureus","S0319",16.8,2021-07-13,46.2413308462128,-104.132572355447
"blaCTX-M-15","Escherichia coli","S0320",64.8,2023-07-03,43.7381870415993,-124.557715547271
"ermB","Streptococcus pneumoniae","S0321",57.8,2023-08-16,54.6533650532365,-114.335424724268
"blaCTX-M-15","Escherichia coli","S0322",37.3,2022-10-25,46.2455185549334,-74.022548905341
"ermB","Enterococcus faecium","S0323",60.3,2023-07-03,57.4288074965589,-84.7223038959783
"blaCTX-M-15","Escherichia coli","S0324",41.9,2022-07-12,53.1290100640617,-99.4198159978259
"tetM","Staphylococcus aureus","S0325",22.4,2023-03-04,36.618532483466,-107.827226551017
"ermB","Streptococcus pneumoniae","S0326",42,2022-04-05,46.8891331944615,-118.990266396431
"ermB","Streptococcus pneumoniae","S0327",55.7,2023-07-26,34.3860451099463,-84.1121845319867
"mecA","Staphylococcus aureus","S0328",33.3,2022-02-21,38.1696833674796,-121.810005482985
"tetM","Pseudomonas aeruginosa","S0329",9.5,2023-02-18,43.0488692540675,-93.0879875074606
"mecA","Staphylococcus aureus","S0330",43.9,2022-10-08,56.8081840965897,-70.6617580726743
"vanA","Enterococcus faecalis","S0331",0,2023-12-15,39.1209911238402,-91.6596883034799
"mecA","Staphylococcus aureus","S0332",15.7,2021-06-30,44.9000536510721,-122.396391301882
"vanA","Enterococcus faecalis","S0333",6.1,2021-07-22,42.7471714257263,-97.7998442272656
"blaCTX-M-15","Klebsiella pneumoniae","S0334",37,2022-05-27,42.0598327103071,-81.5549520205241
"vanA","Enterococcus faecalis","S0335",11.4,2021-03-13,52.3865174404345,-84.1677129932214
"mecA","Staphylococcus aureus","S0336",41.8,2022-09-08,55.9532318389975,-74.4031672214624
"mecA","Staphylococcus aureus","S0337",42,2022-10-04,53.0664936625399,-107.689280788181
"mecA","Staphylococcus aureus","S0338",28.7,2021-10-24,47.712596252095,-116.30400233902
"mecA","Staphylococcus aureus","S0339",23.6,2021-10-10,45.7614768100902,-90.1131164550316
"mecA","Staphylococcus aureus","S0340",44.5,2022-10-17,38.6500782622024,-103.197874941397
"tetM","Staphylococcus aureus","S0341",8.2,2023-09-14,58.6928238351829,-77.9137820249889
"vanA","Enterococcus faecalis","S0342",20.6,2021-03-05,57.4403605619445,-80.3739631664939
"vanA","Enterococcus faecalis","S0343",0,2022-09-15,57.6089122421108,-103.561887344113
"tetM","Pseudomonas aeruginosa","S0344",17.9,2022-05-08,38.0403660284355,-96.427715664031
"tetM","Staphylococcus aureus","S0345",8.4,2021-11-14,40.0450063543394,-107.725615908857
"vanA","Enterococcus faecium","S0346",5.3,2021-09-09,34.268868803978,-107.997878905153
"blaCTX-M-15","Escherichia coli","S0347",19.2,2021-03-13,45.8153664064594,-118.680447910447
"mecA","Staphylococcus aureus","S0348",54.9,2023-01-18,36.5399972903542,-72.0952020375989
"mecA","Staphylococcus aureus","S0349",28.9,2021-06-08,55.320644037798,-95.6804328237195
"tetM","Staphylococcus aureus","S0350",9.5,2023-10-12,36.702882017009,-114.440411969554
"tetM","Pseudomonas aeruginosa","S0351",10.1,2022-01-08,39.8944584219716,-90.8803158754017
"vanA","Enterococcus faecium","S0352",0,2023-06-02,51.2772256708704,-96.8385779997334
"vanA","Enterococcus faecalis","S0353",0,2023-01-21,38.4868221050128,-92.7433015219867
"mecA","Staphylococcus aureus","S0354",49.9,2022-12-09,47.2566110212356,-112.530005538138
"mecA","Staphylococcus aureus","S0355",53.4,2023-05-05,57.3244576300494,-91.1668334307615
"tetM","Pseudomonas aeruginosa","S0356",9.6,2022-05-04,38.610130880028,-71.5714530006517
"ermB","Enterococcus faecium","S0357",46.8,2022-12-06,35.8796483180486,-80.8743964822497
"tetM","Pseudomonas aeruginosa","S0358",9.6,2023-01-13,49.7889913371764,-105.050368928351
"tetM","Pseudomonas aeruginosa","S0359",5.1,2023-08-03,44.0264909844846,-87.3604991624597
"mecA","Staphylococcus aureus","S0360",15.9,2021-05-16,38.3069833000191,-81.0615608585067
"ermB","Streptococcus pneumoniae","S0361",54.3,2023-01-01,42.5927124521695,-100.55599163752
"vanA","Enterococcus faecium","S0362",0,2022-11-24,58.4464422119781,-121.463556474773
"mecA","Staphylococcus aureus","S0363",29,2022-01-31,49.1895703994669,-88.7911123665981
"tetM","Pseudomonas aeruginosa","S0364",9.4,2021-09-19,59.6257848227397,-100.701441916171
"tetM","Pseudomonas aeruginosa","S0365",6.9,2021-12-17,57.8973163478076,-80.3426398197189
"vanA","Enterococcus faecalis","S0366",0,2022-12-13,46.9834551569074,-97.5785584491678
"mecA","Staphylococcus aureus","S0367",66.9,2023-12-12,48.7321176496334,-71.5789185487665
"tetM","Pseudomonas aeruginosa","S0368",14.3,2022-08-21,57.5180116393603,-82.1670690074097
"ermB","Enterococcus faecium","S0369",41.8,2022-07-26,56.0370699465275,-107.863654973917
"mecA","Staphylococcus aureus","S0370",62.9,2023-08-28,54.6973758698441,-120.722545577446
"ermB","Streptococcus pneumoniae","S0371",60.2,2023-12-22,36.6894241934642,-94.6255094755907
"blaCTX-M-15","Escherichia coli","S0372",61.3,2023-10-05,45.99979203986,-88.0227065226063
"vanA","Enterococcus faecalis","S0373",15.3,2021-01-05,44.7308386359364,-85.8773871173616
"tetM","Staphylococcus aureus","S0374",10.3,2023-03-26,43.4300628663041,-100.753290023422
"vanA","Enterococcus faecalis","S0375",0.3,2021-07-11,42.054493389558,-108.022693109233
"vanA","Enterococcus faecium","S0376",0,2022-08-02,49.182017036248,-75.5239660374355
"tetM","Pseudomonas aeruginosa","S0377",11.6,2021-04-12,46.1113460860215,-87.9108456592076
"mecA","Staphylococcus aureus","S0378",23.5,2021-10-02,41.4271529670805,-75.9430332062766
"vanA","Enterococcus faecium","S0379",0,2021-07-11,53.8288642577827,-91.6497173230164
"tetM","Pseudomonas aeruginosa","S0380",19.8,2023-02-24,55.5110234259628,-74.7397875459865
"blaCTX-M-15","Escherichia coli","S0381",60.2,2023-08-07,47.6744419997558,-103.720429860987
"ermB","Enterococcus faecium","S0382",34.9,2022-07-23,50.1388957845047,-104.225270368624
"vanA","Enterococcus faecium","S0383",8.6,2022-04-01,45.7957900976762,-104.651941771153
"mecA","Staphylococcus aureus","S0384",30,2022-01-02,44.5536159714684,-78.1995314056985
"ermB","Streptococcus pneumoniae","S0385",51.5,2023-02-16,39.18605806306,-73.1352201697882
"mecA","Staphylococcus aureus","S0386",34.1,2021-12-23,44.5358387129381,-99.6930752124172
"vanA","Enterococcus faecalis","S0387",0.1,2021-08-19,50.7363053299487,-119.551006384427
"ermB","Streptococcus pneumoniae","S0388",36,2022-08-13,40.9334072279744,-111.604890682502
"tetM","Staphylococcus aureus","S0389",23.7,2022-04-01,49.8319664620794,-110.556512819603
"tetM","Pseudomonas aeruginosa","S0390",17,2022-07-12,37.0964923431166,-72.6379153213929
"tetM","Pseudomonas aeruginosa","S0391",11.2,2023-09-05,51.0496441884898,-98.2621505740099
"vanA","Enterococcus faecalis","S0392",16,2021-05-23,50.3597033163533,-75.007149844896
"blaCTX-M-15","Klebsiella pneumoniae","S0393",62.3,2023-04-29,45.3178043044172,-80.5864060297608
"tetM","Pseudomonas aeruginosa","S0394",12.9,2021-11-13,52.6457412000746,-88.5253095824737
"blaCTX-M-15","Klebsiella pneumoniae","S0395",14.7,2021-09-23,53.1630722484551,-73.0425410706084
"mecA","Staphylococcus aureus","S0396",53.1,2023-06-22,46.203492954839,-119.843516654801
"vanA","Enterococcus faecalis","S0397",0,2022-01-05,39.2842062013224,-95.5604037770536
"ermB","Streptococcus pneumoniae","S0398",50.2,2022-11-21,45.5052333571948,-87.9082044481765
"tetM","Pseudomonas aeruginosa","S0399",11.8,2023-08-02,56.4871916938573,-114.227196167922
"tetM","Staphylococcus aureus","S0400",16.6,2021-03-14,36.0831691022031,-75.1281521492638
"vanA","Enterococcus faecium","S0401",0,2023-07-25,56.9253224949352,-122.312290334376
"blaCTX-M-15","Escherichia coli","S0402",14.3,2021-01-20,59.6516419439577,-117.182611273602
"tetM","Pseudomonas aeruginosa","S0403",5.2,2022-08-04,39.6124806329608,-73.6205734335817
"ermB","Enterococcus faecium","S0404",59.2,2023-03-07,49.2077477946877,-106.076406709617
"mecA","Staphylococcus aureus","S0405",22.2,2021-10-30,51.6835089474916,-113.679519387661
"vanA","Enterococcus faecalis","S0406",10.2,2021-03-23,51.1393980765715,-84.5918899122626
"tetM","Pseudomonas aeruginosa","S0407",11.8,2023-08-12,50.7143636932597,-122.517009333242
"ermB","Enterococcus faecium","S0408",19.3,2021-08-14,55.2472894038074,-116.658700372791
"tetM","Staphylococcus aureus","S0409",5.9,2023-10-16,58.7164311311208,-86.2742455909029
"vanA","Enterococcus faecium","S0410",0,2023-11-03,43.4943947475404,-75.7775901793502
"blaCTX-M-15","Escherichia coli","S0411",53.4,2023-05-31,41.2086159335449,-85.4264092945959
"ermB","Enterococcus faecium","S0412",66.3,2023-10-31,35.3990827421658,-120.202229706338
"blaCTX-M-15","Klebsiella pneumoniae","S0413",32.1,2022-07-25,46.8573471140116,-81.4756167528685
"ermB","Enterococcus faecium","S0414",21.2,2021-10-18,55.8057475532405,-80.7415702403523
"ermB","Streptococcus pneumoniae","S0415",27.6,2021-06-16,49.2326466436498,-89.51839294401
"tetM","Staphylococcus aureus","S0416",13.5,2021-02-28,57.8794732443057,-103.014077295084
"vanA","Enterococcus faecium","S0417",3.8,2021-12-07,46.358117621392,-114.998621323612
"mecA","Staphylococcus aureus","S0418",55.3,2023-05-10,52.5257450379431,-116.743066738127
"mecA","Staphylococcus aureus","S0419",15.6,2021-08-03,51.2732353033498,-87.7414535766002
"mecA","Staphylococcus aureus","S0420",24.7,2021-10-10,48.7670354917645,-111.450805581408
"ermB","Streptococcus pneumoniae","S0421",57.7,2023-09-28,57.0909171565436,-86.2760288338177
"ermB","Streptococcus pneumoniae","S0422",36.8,2022-04-26,49.4462666553445,-116.106723814737
"blaCTX-M-15","Klebsiella pneumoniae","S0423",62.9,2023-08-22,42.6527267447673,-111.660492533119
"ermB","Enterococcus faecium","S0424",26.6,2021-04-06,55.7861109748483,-93.3049482421484
"mecA","Staphylococcus aureus","S0425",58.2,2023-04-01,36.4358259323053,-108.226675960468
"tetM","Staphylococcus aureus","S0426",1.3,2022-09-20,54.2338476032019,-88.142316682497
"blaCTX-M-15","Escherichia coli","S0427",15.8,2021-01-13,35.0072787306271,-112.380769565934
"tetM","Pseudomonas aeruginosa","S0428",14.1,2023-11-14,48.3077288945206,-106.317192537244
"mecA","Staphylococcus aureus","S0429",18.7,2021-07-06,49.160147770308,-83.2442068774253
"tetM","Pseudomonas aeruginosa","S0430",22.3,2021-02-02,53.918448717799,-124.32536374894
"mecA","Staphylococcus aureus","S0431",50.9,2023-01-10,53.350580137223,-106.666716254549
"vanA","Enterococcus faecalis","S0432",8.2,2021-03-13,49.7699044556357,-102.062299670652
"vanA","Enterococcus faecalis","S0433",19.4,2021-04-13,44.3242003764026,-72.5801057834178
"tetM","Staphylococcus aureus","S0434",18.9,2023-01-20,49.2371189501137,-87.4489505030215
"ermB","Streptococcus pneumoniae","S0435",60.9,2023-11-01,35.4223607163876,-105.88153707562
"tetM","Pseudomonas aeruginosa","S0436",13.7,2022-11-08,49.4490144434385,-95.4157589760143
"vanA","Enterococcus faecalis","S0437",0,2023-11-17,43.5628501330502,-83.9148074551485
"ermB","Enterococcus faecium","S0438",53.8,2023-10-25,43.8207185831852,-75.5078631953802
"mecA","Staphylococcus aureus","S0439",23.8,2021-12-25,59.0975517248735,-77.3026988154743
"tetM","Staphylococcus aureus","S0440",4.7,2021-10-15,57.7774151726626,-109.403163180687
"ermB","Streptococcus pneumoniae","S0441",42.1,2022-07-10,46.1700606229715,-118.969796482706
"mecA","Staphylococcus aureus","S0442",65.8,2023-06-01,44.9872404085472,-74.0431281796191
"vanA","Enterococcus faecalis","S0443",0,2022-11-19,38.3123082011007,-123.352385454345
"ermB","Streptococcus pneumoniae","S0444",55.9,2023-10-01,57.7732562548481,-124.159288466908
"vanA","Enterococcus faecalis","S0445",0,2023-08-10,53.2410392146558,-91.0184621624649
"ermB","Enterococcus faecium","S0446",59.5,2023-05-24,40.5421550320461,-80.2987804240547
"tetM","Pseudomonas aeruginosa","S0447",9.8,2021-07-26,47.0566100766882,-113.468721593963
"blaCTX-M-15","Escherichia coli","S0448",37.9,2022-11-01,47.5576722836122,-107.015434481436
"mecA","Staphylococcus aureus","S0449",16,2021-10-10,51.374541929923,-91.5636833244935
"ermB","Streptococcus pneumoniae","S0450",16.4,2021-02-09,46.6272922167554,-82.7313916420098
"mecA","Staphylococcus aureus","S0451",54.7,2022-12-28,35.8427675003186,-80.4447153338697
"tetM","Staphylococcus aureus","S0452",19.6,2022-03-19,57.8120559658855,-93.7006532819942
"tetM","Staphylococcus aureus","S0453",12.9,2023-10-04,43.5528451721184,-98.1633786705788
"blaCTX-M-15","Klebsiella pneumoniae","S0454",46.1,2022-03-29,36.3307143659331,-78.9597872633021
"blaCTX-M-15","Klebsiella pneumoniae","S0455",52.5,2023-05-01,37.5954714287072,-119.203559185844
"ermB","Enterococcus faecium","S0456",27.3,2021-11-11,41.4387712962925,-108.548441062449
"mecA","Staphylococcus aureus","S0457",17.8,2021-02-07,49.7925916532986,-97.2594820801169
"mecA","Staphylococcus aureus","S0458",35.6,2022-03-19,34.0299620106816,-112.690056142164
"ermB","Enterococcus faecium","S0459",27.4,2022-01-17,48.6273926901631,-101.171286239987
"tetM","Staphylococcus aureus","S0460",23.5,2022-04-05,37.668684323784,-117.19457251369
"mecA","Staphylococcus aureus","S0461",15.5,2021-08-19,54.1383071062155,-89.221889374312
"mecA","Staphylococcus aureus","S0462",60.9,2023-12-01,50.1925947410055,-116.158973841229
"vanA","Enterococcus faecalis","S0463",0,2021-10-17,49.6589278196916,-85.3076375485398
"blaCTX-M-15","Escherichia coli","S0464",34.2,2022-10-19,37.3382132234983,-104.876853568712
"ermB","Enterococcus faecium","S0465",54.7,2023-10-14,37.6627484271303,-104.643688852666
"blaCTX-M-15","Klebsiella pneumoniae","S0466",47.8,2022-05-03,50.2732066628523,-121.433515566168
"blaCTX-M-15","Escherichia coli","S0467",21.3,2021-02-01,45.5043354332447,-116.133922206936
"blaCTX-M-15","Escherichia coli","S0468",62.8,2023-06-15,44.3782887849957,-90.3391762822866
"tetM","Pseudomonas aeruginosa","S0469",18.9,2022-04-25,41.5198262627237,-102.583775275853
"ermB","Enterococcus faecium","S0470",27.8,2021-04-02,55.0301166633144,-86.0475450311787
"mecA","Staphylococcus aureus","S0471",64.5,2023-04-21,43.3451854228042,-81.8249672732782
"blaCTX-M-15","Escherichia coli","S0472",22.3,2021-11-27,44.6802332731895,-80.3853743383661
"ermB","Streptococcus pneumoniae","S0473",28.9,2022-02-12,51.6194129143842,-79.0664413990453
"ermB","Enterococcus faecium","S0474",53.4,2023-06-13,40.6516801849939,-107.781651372788
"mecA","Staphylococcus aureus","S0475",46.2,2023-01-31,45.3101989408024,-98.4509411186446
"vanA","Enterococcus faecalis","S0476",3.5,2021-12-17,54.5297424476594,-102.861095672706
"blaCTX-M-15","Klebsiella pneumoniae","S0477",46.1,2022-10-12,46.3181467028335,-95.2737771428656
"vanA","Enterococcus faecalis","S0478",0,2022-09-29,45.4519027438946,-86.1933870357461
"tetM","Pseudomonas aeruginosa","S0479",11.2,2021-07-14,49.6322549218312,-100.621430213796
"ermB","Enterococcus faecium","S0480",64.9,2023-10-04,38.5717025208287,-71.4725438843016
"mecA","Staphylococcus aureus","S0481",35.1,2022-01-04,37.5792984035797,-119.764608623227
"mecA","Staphylococcus aureus","S0482",17.1,2021-09-07,37.9098614822142,-86.1329606559593
"vanA","Enterococcus faecalis","S0483",0,2022-11-14,51.5141715891659,-72.4865372397471
"ermB","Streptococcus pneumoniae","S0484",36.9,2022-02-22,46.4057311634533,-79.3229720985983
"tetM","Pseudomonas aeruginosa","S0485",13,2022-02-17,50.258301188238,-90.889887510566
"ermB","Enterococcus faecium","S0486",57.1,2023-08-22,49.1933958851732,-120.595700077247
"mecA","Staphylococcus aureus","S0487",53.8,2023-08-18,43.374781045597,-90.2913541288581
"mecA","Staphylococcus aureus","S0488",39.8,2022-11-19,46.6178696663119,-102.2695093113
"vanA","Enterococcus faecalis","S0489",14.5,2021-01-15,46.9625591700897,-88.2980678416789
"blaCTX-M-15","Klebsiella pneumoniae","S0490",60,2023-10-22,58.8622968848795,-114.224340999499
"mecA","Staphylococcus aureus","S0491",45.9,2022-06-20,47.0681577906944,-95.9158335148823
"vanA","Enterococcus faecium","S0492",10,2021-05-12,37.52634225972,-106.458137711743
"vanA","Enterococcus faecalis","S0493",0,2022-08-30,57.8963940944523,-90.5557537300047
"tetM","Pseudomonas aeruginosa","S0494",6.8,2022-10-08,35.2134198080748,-79.7092575451825
"mecA","Staphylococcus aureus","S0495",38.3,2022-11-13,43.0873298486695,-112.675332510844
"tetM","Staphylococcus aureus","S0496",19.3,2022-06-02,35.5467217518017,-120.363518991508
"blaCTX-M-15","Escherichia coli","S0497",38.6,2022-01-05,52.3098047492094,-107.150159486337
"tetM","Staphylococcus aureus","S0498",17.1,2023-12-10,51.616190360859,-85.9357092285063
"ermB","Streptococcus pneumoniae","S0499",24.2,2021-11-08,56.3752348413691,-109.73791981698
"ermB","Streptococcus pneumoniae","S0500",57.8,2023-04-14,38.109286130406,-100.274310495006
"tetM","Staphylococcus aureus","S0501",10.1,2021-02-11,37.0970162940212,-109.130086728837
"ermB","Enterococcus faecium","S0502",32.3,2022-03-11,56.8183480128646,-121.76542115747
"vanA","Enterococcus faecium","S0503",18.7,2021-01-17,46.2673019748181,-70.4343444283586
"ermB","Streptococcus pneumoniae","S0504",50.7,2023-07-01,53.3361998423934,-122.427280382253
"tetM","Staphylococcus aureus","S0505",11.2,2022-05-27,59.8562914393842,-86.8562316836324
"mecA","Staphylococcus aureus","S0506",16.3,2021-05-01,55.2787361559458,-77.6825993473176
"vanA","Enterococcus faecium","S0507",0,2021-11-21,57.5464019486681,-122.303159176372
"blaCTX-M-15","Klebsiella pneumoniae","S0508",53.4,2023-01-03,48.9844543170184,-114.285738447215
"tetM","Pseudomonas aeruginosa","S0509",13,2021-06-20,58.2215439500287,-103.579980906798
"blaCTX-M-15","Klebsiella pneumoniae","S0510",15.9,2021-01-26,42.4312100098468,-100.65450055059
"vanA","Enterococcus faecalis","S0511",0,2023-02-04,43.6476115775295,-112.575031659799
"ermB","Enterococcus faecium","S0512",25.9,2022-01-03,40.396259682253,-74.2726754175965
"tetM","Staphylococcus aureus","S0513",12.2,2022-04-03,49.3894526450895,-78.3195481076837
"vanA","Enterococcus faecalis","S0514",0,2023-03-10,59.4390362547711,-107.453269496327
"mecA","Staphylococcus aureus","S0515",36.4,2022-10-01,56.4456754070707,-112.231839777669
"tetM","Staphylococcus aureus","S0516",8.9,2022-07-28,45.0373618709855,-74.7318818536587
"mecA","Staphylococcus aureus","S0517",51.1,2023-03-24,48.0555352978408,-118.794434568845
"blaCTX-M-15","Klebsiella pneumoniae","S0518",70.3,2023-12-25,44.9809612971731,-94.9175310553983
"mecA","Staphylococcus aureus","S0519",23,2021-07-06,36.6277352217585,-79.5577511633746
"vanA","Enterococcus faecalis","S0520",0,2023-02-28,34.3169747819193,-86.2060678272974
"mecA","Staphylococcus aureus","S0521",37.1,2022-10-31,54.6928845308721,-75.8742035948671
"vanA","Enterococcus faecalis","S0522",0,2022-09-05,54.5912437881343,-106.232526378008
"blaCTX-M-15","Klebsiella pneumoniae","S0523",30.1,2021-12-16,42.8149200901389,-115.331866748165
"blaCTX-M-15","Klebsiella pneumoniae","S0524",44.5,2022-11-03,45.7091277027503,-104.834548872896
"mecA","Staphylococcus aureus","S0525",63.3,2023-09-15,53.7912761075422,-104.795822495362
"mecA","Staphylococcus aureus","S0526",43.4,2022-02-11,35.9910750268027,-95.4130320053082
"tetM","Staphylococcus aureus","S0527",17.5,2022-02-23,34.592658943031,-77.9623705730774
"vanA","Enterococcus faecium","S0528",6.8,2021-01-05,55.7054727985524,-112.836893212516
"mecA","Staphylococcus aureus","S0529",45.6,2022-03-27,35.5695137614384,-112.798890266567
"tetM","Pseudomonas aeruginosa","S0530",15,2021-10-19,37.3747440706939,-109.881876017898
"blaCTX-M-15","Klebsiella pneumoniae","S0531",51.4,2023-09-03,42.7905162437819,-111.134006088832
"tetM","Staphylococcus aureus","S0532",10.8,2021-10-26,57.9963255799375,-87.0513758843299
"blaCTX-M-15","Klebsiella pneumoniae","S0533",32,2022-08-06,41.0560785471462,-76.1081377149094
"vanA","Enterococcus faecium","S0534",9.5,2021-05-28,59.2470619496889,-73.3343278069515
"ermB","Enterococcus faecium","S0535",35.8,2022-10-28,49.5341729130596,-70.9369762626011
"vanA","Enterococcus faecium","S0536",0.7,2022-03-04,47.7942087789997,-107.72342979908
"vanA","Enterococcus faecalis","S0537",0,2022-10-23,41.91606880771,-79.1949669923633
"mecA","Staphylococcus aureus","S0538",53.8,2023-04-19,57.1041486663744,-124.544324770104
"mecA","Staphylococcus aureus","S0539",50.4,2023-09-24,40.7073871921748,-110.705988322152
"tetM","Pseudomonas aeruginosa","S0540",4.6,2023-10-22,44.6329370788299,-113.913229356986
"tetM","Staphylococcus aureus","S0541",14.6,2023-07-23,54.1204358898103,-91.715688474942
"blaCTX-M-15","Escherichia coli","S0542",60.5,2023-02-10,40.2574898153543,-82.2935133439023
"vanA","Enterococcus faecalis","S0543",4.9,2021-09-27,46.8788585276343,-71.0874069796409
"vanA","Enterococcus faecalis","S0544",10.1,2021-05-03,55.8661071672104,-113.71910943184
"mecA","Staphylococcus aureus","S0545",24,2021-08-18,59.3968937718309,-116.40548817697
"vanA","Enterococcus faecalis","S0546",0,2023-03-08,42.8828756785952,-110.375447932165
"mecA","Staphylococcus aureus","S0547",56,2023-04-30,38.7308654114604,-99.5567983121146
"blaCTX-M-15","Escherichia coli","S0548",52.1,2023-07-16,56.9839169830084,-70.4775139689445
"mecA","Staphylococcus aureus","S0549",24.2,2021-06-08,47.476902205497,-122.96889345278
"mecA","Staphylococcus aureus","S0550",23.7,2021-07-28,52.6500954250805,-87.461127928691
"blaCTX-M-15","Escherichia coli","S0551",67.5,2023-11-08,38.1598611706868,-93.3619108889252
"mecA","Staphylococcus aureus","S0552",64.3,2023-12-27,58.3614034219645,-85.7741441472899
"blaCTX-M-15","Klebsiella pneumoniae","S0553",22.3,2021-07-28,52.8811956089921,-105.420014795382
"ermB","Streptococcus pneumoniae","S0554",64.9,2023-05-20,55.6112356106751,-116.105503881117
"mecA","Staphylococcus aureus","S0555",56.5,2023-01-24,48.8654053066857,-122.834337252425
"ermB","Streptococcus pneumoniae","S0556",12,2021-02-24,41.7213388024829,-109.943959120428
"blaCTX-M-15","Klebsiella pneumoniae","S0557",33.8,2022-08-26,39.5042677423917,-86.2969314900693
"vanA","Enterococcus faecalis","S0558",0,2023-06-29,54.8666777783073,-124.172589693917
"vanA","Enterococcus faecium","S0559",0,2022-11-11,37.1067625605501,-117.270434213569
"blaCTX-M-15","Escherichia coli","S0560",56.1,2023-08-30,43.9258491396904,-70.6834733649157
"mecA","Staphylococcus aureus","S0561",45.3,2022-11-04,38.9390204176307,-117.33787136036
"mecA","Staphylococcus aureus","S0562",42.2,2022-09-01,48.811974318698,-77.9565094108693
"mecA","Staphylococcus aureus","S0563",62.4,2023-04-23,40.4521284899674,-89.365479972912
"mecA","Staphylococcus aureus","S0564",37.7,2022-11-26,54.038519914262,-76.7643586732447
"blaCTX-M-15","Klebsiella pneumoniae","S0565",50.3,2023-08-04,50.9240621305071,-97.3956322553568
"blaCTX-M-15","Klebsiella pneumoniae","S0566",43.9,2022-03-11,51.5691093234345,-122.158595934743
"blaCTX-M-15","Klebsiella pneumoniae","S0567",24,2021-11-29,50.2198418588378,-93.2340009161271
"ermB","Enterococcus faecium","S0568",57.8,2023-05-23,39.7661349987611,-111.366875006352
"ermB","Streptococcus pneumoniae","S0569",27.8,2021-07-03,41.3072703280486,-113.141931284918
"ermB","Streptococcus pneumoniae","S0570",19,2021-02-05,45.3614714886062,-109.073256748961
"vanA","Enterococcus faecium","S0571",0,2022-06-01,55.0419787224382,-112.965987531934
"mecA","Staphylococcus aureus","S0572",37,2022-01-09,55.3626194777898,-75.631977012381
"mecA","Staphylococcus aureus","S0573",56.4,2023-04-14,58.0582537655719,-91.8329211184755
"mecA","Staphylococcus aureus","S0574",40.7,2022-11-25,56.1908024521545,-73.8028810871765
"blaCTX-M-15","Klebsiella pneumoniae","S0575",57.1,2023-09-26,37.7611893052235,-121.81298345793
"blaCTX-M-15","Klebsiella pneumoniae","S0576",62.7,2023-03-20,53.09165193839,-122.353392537916
